type,headline,url,date
Press Release,Louisiana Man Sentenced to 15 Years in Prison for Shooting at Home of Three Hispanic Men,"https://www.justice.gov<a href=""/opa/pr/louisiana-man-sentenced-15-years-prison-shooting-home-three-hispanic-men"" rel=""bookmark"">
<span class=""field-formatter--string"">Louisiana Man Sentenced to 15 Years in Prison for Shooting at Home of Three Hispanic Men</span>
</a>",2011-07-28
Press Release,"Justice Department Reaches Agreement with Bedford County, Virginia, on Bailout Under the Voting Rights Act","https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-bedford-county-virginia-bailout-under-voting-rights-act"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with Bedford County, Virginia, on Bailout Under the Voting Rights Act</span>
</a>",2011-07-27
Press Release,"Justice Department Signs Agreements in Massachusetts, Kentucky and Indiana to Ensure Civic Access for People with Disabilities","https://www.justice.gov<a href=""/opa/pr/justice-department-signs-agreements-massachusetts-kentucky-and-indiana-ensure-civic-access"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Signs Agreements in Massachusetts, Kentucky and Indiana to Ensure Civic Access for People with Disabilities</span>
</a>",2011-07-26
Press Release,"Former Tuscaloosa County, Alabama, Sheriff’s Sergeant Charged with Civil Rights Violations","https://www.justice.gov<a href=""/opa/pr/former-tuscaloosa-county-alabama-sheriff-s-sergeant-charged-civil-rights-violations"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Tuscaloosa County, Alabama, Sheriff’s Sergeant Charged with Civil Rights Violations</span>
</a>",2011-07-26
Press Release,Arkansas Man Pleads Guilty to Federal Hate Crime for Cross Burning,"https://www.justice.gov<a href=""/opa/pr/arkansas-man-pleads-guilty-federal-hate-crime-cross-burning"" rel=""bookmark"">
<span class=""field-formatter--string"">Arkansas Man Pleads Guilty to Federal Hate Crime for Cross Burning</span>
</a>",2011-07-25
Press Release,"Departments of Justice, Homeland Security and Labor Announce Selection of Anti-Trafficking Coordination Teams","https://www.justice.gov<a href=""/opa/pr/departments-justice-homeland-security-and-labor-announce-selection-anti-trafficking"" rel=""bookmark"">
<span class=""field-formatter--string"">Departments of Justice, Homeland Security and Labor Announce Selection of Anti-Trafficking Coordination Teams</span>
</a>",2011-07-25
Press Release,Justice Department Settles Allegations of Employment Discrimination by Louisiana Industrial Services Company,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-allegations-employment-discrimination-louisiana-industrial"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Allegations of Employment Discrimination by Louisiana Industrial Services Company</span>
</a>",2011-07-21
Press Release,Two Arkansas Men Plead Guilty to Federal Hate Crime for Cross Burning,"https://www.justice.gov<a href=""/opa/pr/two-arkansas-men-plead-guilty-federal-hate-crime-cross-burning"" rel=""bookmark"">
<span class=""field-formatter--string"">Two Arkansas Men Plead Guilty to Federal Hate Crime for Cross Burning</span>
</a>",2011-07-18
Press Release,Justice Department Files a Lawsuit Alleging Employment Discrimination by a Georgia Poultry Processing Plant,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-lawsuit-alleging-employment-discrimination-georgia-poultry"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files a Lawsuit Alleging Employment Discrimination by a Georgia Poultry Processing Plant</span>
</a>",2011-07-14
Press Release,Justice Department Files Lawsuit Against Maryland Man for FACE Act Violation at a Planned Parenthood,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-lawsuit-against-maryland-man-face-act-violation-planned-parenthood"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Lawsuit Against Maryland Man for FACE Act Violation at a Planned Parenthood</span>
</a>",2011-07-14
Press Release,"Former Washington County, Missouri, Chief Deputy Sentenced to 10 Years in Prison for Beating Four Inmates","https://www.justice.gov<a href=""/opa/pr/former-washington-county-missouri-chief-deputy-sentenced-10-years-prison-beating-four-inmates"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Washington County, Missouri, Chief Deputy Sentenced to 10 Years in Prison for Beating Four Inmates</span>
</a>",2011-07-13
Press Release,Justice Department Files Lawsuit Against Louisiana Alleging Violations of the National Voter Registration Act,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-lawsuit-against-louisiana-alleging-violations-national-voter"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Lawsuit Against Louisiana Alleging Violations of the National Voter Registration Act</span>
</a>",2011-07-12
Press Release,"Justice Department Reaches Agreement with Rappahannock, Virginia, on Bailout from the Voting Rights Act","https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-rappahannock-virginia-bailout-voting-rights-act"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with Rappahannock, Virginia, on Bailout from the Voting Rights Act</span>
</a>",2011-07-08
Press Release,Georgia Couple Pleads Guilty to Human Trafficking Charges,"https://www.justice.gov<a href=""/opa/pr/georgia-couple-pleads-guilty-human-trafficking-charges"" rel=""bookmark"">
<span class=""field-formatter--string"">Georgia Couple Pleads Guilty to Human Trafficking Charges</span>
</a>",2011-07-08
Press Release,Former Port Isabel Detention Officer Charged with Violating Civil Rights of Detainee,"https://www.justice.gov<a href=""/opa/pr/former-port-isabel-detention-officer-charged-violating-civil-rights-detainee"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Port Isabel Detention Officer Charged with Violating Civil Rights of Detainee</span>
</a>",2011-07-08
Speech,Assistant Attorney General Thomas E. Perez Holds a Press Conference Regarding Delaware’s Mental Health System,"https://www.justice.gov<a href=""/opa/speech/assistant-attorney-general-thomas-e-perez-holds-press-conference-regarding-delaware-s"" rel=""bookmark"">
<span class=""field-formatter--string"">Assistant Attorney General Thomas E. Perez Holds<br>
a Press Conference Regarding Delaware’s Mental Health System</br></span>
</a>",2011-07-06
Press Release,Justice Department Obtains Comprehensive Agreement Regarding the State of Delaware's Mental Health System,"https://www.justice.gov<a href=""/opa/pr/justice-department-obtains-comprehensive-agreement-regarding-state-delawares-mental-health"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Obtains Comprehensive Agreement Regarding the State of Delaware's Mental Health System</span>
</a>",2011-07-06
Press Release,Justice Department Sues Nation’s Largest Mortgage Insurance Provider for Discrimination Against Women on Paid Maternity Leave,"https://www.justice.gov<a href=""/opa/pr/justice-department-sues-nation-s-largest-mortgage-insurance-provider-discrimination-against"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Sues Nation’s Largest Mortgage Insurance Provider for Discrimination Against Women on Paid Maternity Leave</span>
</a>",2011-07-05
Press Release,"Justice Department Announces Agreement Protecting the Rights of Chinese and Spanish-Speaking Voters in Alameda County, California","https://www.justice.gov<a href=""/opa/pr/justice-department-announces-agreement-protecting-rights-chinese-and-spanish-speaking-voters"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Announces Agreement Protecting the Rights of Chinese and Spanish-Speaking Voters in Alameda County, California</span>
</a>",2011-07-05
Press Release,Justice Department Settles Fair Housing Lawsuit Against Michigan Mobile Home Operators for Discrimination Against Families with Children,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-fair-housing-lawsuit-against-michigan-mobile-home-operators"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Fair Housing Lawsuit Against Michigan Mobile Home Operators for Discrimination Against Families with Children</span>
</a>",2011-07-05
Press Release,Tennessee Man Sentenced to Life in Prison for Racially-Motivated Killing,"https://www.justice.gov<a href=""/opa/pr/tennessee-man-sentenced-life-prison-racially-motivated-killing"" rel=""bookmark"">
<span class=""field-formatter--string"">Tennessee Man Sentenced to Life in Prison for Racially-Motivated Killing</span>
</a>",2011-07-05
Press Release,"Departments of Justice and Education Reach Agreement with Tehachapi, California, Public Schools to Resolve Harassment Allegations","https://www.justice.gov<a href=""/opa/pr/departments-justice-and-education-reach-agreement-tehachapi-california-public-schools-resolve"" rel=""bookmark"">
<span class=""field-formatter--string"">Departments of Justice and Education Reach Agreement with Tehachapi, California, Public Schools to Resolve Harassment Allegations</span>
</a>",2011-07-01
Press Release,Justice Department Sues James J. Williams Bulk Service Transport in Washington to Protect Employment Rights of Air Force Reservist,"https://www.justice.gov<a href=""/opa/pr/justice-department-sues-james-j-williams-bulk-service-transport-washington-protect-employment"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Sues James J. Williams Bulk Service Transport in Washington to Protect Employment Rights of Air Force Reservist</span>
</a>",2011-06-30
Press Release,Arkansas Woman Pleads Guilty to Federal Civil Rights Violations,"https://www.justice.gov<a href=""/opa/pr/arkansas-woman-pleads-guilty-federal-civil-rights-violations"" rel=""bookmark"">
<span class=""field-formatter--string"">Arkansas Woman Pleads Guilty to Federal Civil Rights Violations</span>
</a>",2011-06-30
Press Release,Justice Department Reaches Agreement to Protect Rights of Military and Overseas Voters in New Mexico,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-protect-rights-military-and-overseas-voters-new-mexico-0"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement to Protect Rights of Military and Overseas Voters in New Mexico</span>
</a>",2011-06-30
Press Release,Justice Department Reaches Agreement with Colorado State Courts to Remove Language Barriers,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-colorado-state-courts-remove-language-barriers"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with Colorado State Courts to Remove Language Barriers</span>
</a>",2011-06-29
Press Release,Justice Department Reaches Settlement with Connecticut Early Learning Center to Ensure Equal Opportunity for Children with Autism,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-settlement-connecticut-early-learning-center-ensure-equal"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Settlement with Connecticut Early Learning Center to Ensure Equal Opportunity for Children with Autism</span>
</a>",2011-06-28
Press Release,"Justice Department Signs Agreement with Van Buren County, Arkansas, to Ensure Civic Access for People with Disabilities","https://www.justice.gov<a href=""/opa/pr/justice-department-signs-agreement-van-buren-county-arkansas-ensure-civic-access-people"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Signs Agreement with Van Buren County, Arkansas, to Ensure Civic Access for People with Disabilities</span>
</a>",2011-06-28
Press Release,"Natchez, Mississippi, Police Officer Pleads Guilty to Conspiracy to Commit Identity Theft and Fraud","https://www.justice.gov<a href=""/opa/pr/natchez-mississippi-police-officer-pleads-guilty-conspiracy-commit-identity-theft-and-fraud"" rel=""bookmark"">
<span class=""field-formatter--string"">Natchez, Mississippi, Police Officer Pleads Guilty to Conspiracy to Commit Identity Theft and Fraud</span>
</a>",2011-06-28
Press Release,Justice Department Files Lawsuit Alleging Immigration-Related Employment Discrimination by Farmland Foods Inc. in Missouri,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-lawsuit-alleging-immigration-related-employment-discrimination-0"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Lawsuit Alleging Immigration-Related Employment Discrimination by Farmland Foods Inc. in Missouri</span>
</a>",2011-06-27
Press Release,"Justice Department Files Lawsuit Against City of New Berlin, Wisconsin, for Blocking Affordable Housing","https://www.justice.gov<a href=""/opa/pr/justice-department-files-lawsuit-against-city-new-berlin-wisconsin-blocking-affordable"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Lawsuit Against City of New Berlin, Wisconsin, for Blocking Affordable Housing</span>
</a>",2011-06-23
Press Release,"Justice Department Files Lawsuit Against the Alamance County, North Carolina, Sheriff’s Office","https://www.justice.gov<a href=""/opa/pr/justice-department-files-lawsuit-against-alamance-county-north-carolina-sheriff-s-office"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Lawsuit Against the Alamance County, North Carolina, Sheriff’s Office</span>
</a>",2011-06-23
Press Release,Two Indicted in Kentucky on Conspiracy and Harboring of Undocumented Bolivian National for Financial Gain,"https://www.justice.gov<a href=""/opa/pr/two-indicted-kentucky-conspiracy-and-harboring-undocumented-bolivian-national-financial-gain"" rel=""bookmark"">
<span class=""field-formatter--string"">Two Indicted in Kentucky on Conspiracy and Harboring of Undocumented Bolivian National for Financial Gain</span>
</a>",2011-06-23
Press Release,Two Indicted in Kentucky on Conspiracy and Harboring of Undocumented Bolivian National for Financial Gain,"https://www.justice.gov<a href=""/opa/pr/two-indicted-kentucky-conspiracy-and-harboring-undocumented-bolivian-national-financial-gain"" rel=""bookmark"">
<span class=""field-formatter--string"">Two Indicted in Kentucky on Conspiracy and Harboring of Undocumented Bolivian National for Financial Gain</span>
</a>",2011-06-23
Press Release,Justice Department Issues Technical Assistance Document on Enforcement of the Supreme Court Decision in Olmstead v. L.C.,"https://www.justice.gov<a href=""/opa/pr/justice-department-issues-technical-assistance-document-enforcement-supreme-court-decision"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Issues Technical Assistance Document on Enforcement of the Supreme Court Decision in Olmstead v. L.C.</span>
</a>",2011-06-23
Press Release,Justice Department Moves to Intervene in Texas Case to Enforce the Supreme Court’s Olmstead Decision,"https://www.justice.gov<a href=""/opa/pr/justice-department-moves-intervene-texas-case-enforce-supreme-court-s-olmstead-decision"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Moves to Intervene in Texas Case to Enforce the Supreme Court’s Olmstead Decision</span>
</a>",2011-06-22
Press Release,"Former Hickman County, Tennessee Deputy Sheriff Pleads Guilty to Civil Rights Charges","https://www.justice.gov<a href=""/opa/pr/former-hickman-county-tennessee-deputy-sheriff-pleads-guilty-civil-rights-charges"" rel=""bookmark"">
<span class=""field-formatter--string"">Former Hickman County, Tennessee Deputy Sheriff Pleads Guilty to Civil Rights Charges</span>
</a>",2011-06-21
Press Release,"Justice Department Reaches Agreement with City of Manassas Park, Virginia, on Bailout from the Voting Rights Act","https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-city-manassas-park-virginia-bailout-voting-rights-act"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with City of Manassas Park, Virginia, on Bailout from the Voting Rights Act</span>
</a>",2011-06-20
Press Release,"Justice Department Files Gender Discrimination Lawsuit Against Waupaca County, Wisconsin","https://www.justice.gov<a href=""/opa/pr/justice-department-files-gender-discrimination-lawsuit-against-waupaca-county-wisconsin"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Gender Discrimination Lawsuit Against Waupaca County, Wisconsin</span>
</a>",2011-06-20
Press Release,Justice Department Reaches Settlement with Nixon State Bank to Resolve Allegations of Lending Discrimination,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-settlement-nixon-state-bank-resolve-allegations-lending"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Settlement with Nixon State Bank to Resolve Allegations of Lending Discrimination</span>
</a>",2011-06-17
Press Release,Justice Department Reaches Settlement with Midwest BankCentre Regarding Alleged Lending Discrimination in St. Louis,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-settlement-midwest-bankcentre-regarding-alleged-lending"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Settlement with Midwest BankCentre Regarding Alleged Lending Discrimination in St. Louis</span>
</a>",2011-06-16
Press Release,Three Defendants Plead Guilty in Honolulu in Connection with Human Trafficking Scheme That Exploited 600 Thai Workers,"https://www.justice.gov<a href=""/opa/pr/three-defendants-plead-guilty-honolulu-connection-human-trafficking-scheme-exploited-600-thai"" rel=""bookmark"">
<span class=""field-formatter--string"">Three Defendants Plead Guilty in Honolulu in Connection with Human Trafficking Scheme That Exploited 600 Thai Workers</span>
</a>",2011-06-15
Press Release,Nigerian Citizen Convicted in Atlanta for Trafficking Young Women from Nigeria to Work for Her as Nannies,"https://www.justice.gov<a href=""/opa/pr/nigerian-citizen-convicted-atlanta-trafficking-young-women-nigeria-work-her-nannies"" rel=""bookmark"">
<span class=""field-formatter--string"">Nigerian Citizen Convicted in Atlanta for Trafficking Young Women from Nigeria to Work for Her as Nannies</span>
</a>",2011-06-13
Press Release,South Florida Corrections Officers Indicted on Federal Civil Rights and Obstruction Charges,"https://www.justice.gov<a href=""/opa/pr/south-florida-corrections-officers-indicted-federal-civil-rights-and-obstruction-charges"" rel=""bookmark"">
<span class=""field-formatter--string"">South Florida Corrections Officers Indicted on Federal Civil Rights and Obstruction Charges</span>
</a>",2011-06-10
Press Release,Justice Department Files for Receivership in Virgin Islands Prison Conditions Case,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-receivership-virgin-islands-prison-conditions-case"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files for Receivership in Virgin Islands Prison Conditions Case</span>
</a>",2011-06-09
Press Release,Justice Department Files for Receivership in Virgin Islands Prison Conditions Case,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-receivership-virgin-islands-prison-conditions-case"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files for Receivership in Virgin Islands Prison Conditions Case</span>
</a>",2011-06-09
Press Release,"Justice Department Reaches Agreement with City of Bedford, Virginia, on Bailout Under the Voting Rights Act","https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-city-bedford-virginia-bailout-under-voting-rights-act"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with City of Bedford, Virginia, on Bailout Under the Voting Rights Act</span>
</a>",2011-06-09
Speech,"Assistant Attorney General Thomas E. Perez of the Civil Rights Division Speaks at the Portland, Oregon, Police Bureau Press Conference","https://www.justice.gov<a href=""/opa/speech/assistant-attorney-general-thomas-e-perez-civil-rights-division-speaks-portland-oregon"" rel=""bookmark"">
<span class=""field-formatter--string"">Assistant Attorney General Thomas E. Perez of the Civil Rights Division Speaks at the Portland, Oregon, Police Bureau Press Conference</span>
</a>",2011-06-08
Press Release,Maryland Couple Charged with Domestic Servitude of Filipina Woman,"https://www.justice.gov<a href=""/opa/pr/maryland-couple-charged-domestic-servitude-filipina-woman"" rel=""bookmark"">
<span class=""field-formatter--string"">Maryland Couple Charged with Domestic Servitude of Filipina Woman</span>
</a>",2011-06-08
Press Release,"Justice Department Opens Investigation into the Portland, Oregon, Police Bureau","https://www.justice.gov<a href=""/opa/pr/justice-department-opens-investigation-portland-oregon-police-bureau"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Opens Investigation into the <br>
Portland, Oregon, Police Bureau</br></span>
</a>",2011-06-08
Press Release,Justice Department Resolves Citizenship Status Discrimination Claim Against Canvas Corporation,"https://www.justice.gov<a href=""/opa/pr/justice-department-resolves-citizenship-status-discrimination-claim-against-canvas"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Resolves Citizenship Status Discrimination <br>
Claim Against Canvas Corporation</br></span>
</a>",2011-06-06
Press Release,Justice Department Settles Lawsuit with Maricopa County Sheriff’s Office,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-lawsuit-maricopa-county-sheriff-s-office"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Lawsuit with Maricopa County Sheriff’s Office</span>
</a>",2011-06-02
Press Release,"Two Former Shenandoah, Pennsylvania, Police Officers Sentenced for Falsifying Information About the Beating of a Latino Man","https://www.justice.gov<a href=""/opa/pr/two-former-shenandoah-pennsylvania-police-officers-sentenced-falsifying-information-about"" rel=""bookmark"">
<span class=""field-formatter--string"">Two Former Shenandoah, Pennsylvania, Police Officers Sentenced for Falsifying Information About the Beating of a Latino Man</span>
</a>",2011-06-01
Press Release,Justice Department Files Suit Against Colorado Couple for Face Act Violations,"https://www.justice.gov<a href=""/opa/pr/justice-department-files-suit-against-colorado-couple-face-act-violations"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Files Suit Against Colorado Couple for Face Act Violations</span>
</a>",2011-06-01
Press Release,Justice Department Reaches Agreement with Louisiana Private School to Ensure Effective Diabetes Care for Students,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-agreement-louisiana-private-school-ensure-effective-diabetes-care"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Agreement with Louisiana Private School to Ensure Effective Diabetes Care for Students</span>
</a>",2011-06-01
Press Release,Justice Department Reaches Americans with Disabilities Act Settlement with Wells Fargo,"https://www.justice.gov<a href=""/opa/pr/justice-department-reaches-americans-disabilities-act-settlement-wells-fargo"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Reaches Americans with Disabilities Act Settlement with Wells Fargo</span>
</a>",2011-05-31
Press Release,Justice Department Settles Allegations of Immigration-Related Employment Discrimination Against American Academy of Pediatrics,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-allegations-immigration-related-employment-discrimination-agains-3"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Allegations of Immigration-Related Employment Discrimination Against American Academy of Pediatrics</span>
</a>",2011-05-31
Speech,Assistant Attorney General Thomas E. Perez Speaks on Settlements with Bank of America and Saxon Mortgage,"https://www.justice.gov<a href=""/opa/speech/assistant-attorney-general-thomas-e-perez-speaks-settlements-bank-america-and-saxon"" rel=""bookmark"">
<span class=""field-formatter--string"">Assistant Attorney General Thomas E. Perez Speaks on Settlements with Bank of America and Saxon Mortgage</span>
</a>",2011-05-26
Press Release,Justice Department Settles with Bank of America and Saxon Mortgage for Illegally Foreclosing on Servicemembers,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-bank-america-and-saxon-mortgage-illegally-foreclosing"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles with Bank of America and Saxon Mortgage for Illegally Foreclosing on Servicemembers</span>
</a>",2011-05-26
Press Release,"Three Convicted of Sex Trafficking, Forced Labor and Immigration Offenses on Long Island, N.Y.","https://www.justice.gov<a href=""/opa/pr/three-convicted-sex-trafficking-forced-labor-and-immigration-offenses-long-island-ny"" rel=""bookmark"">
<span class=""field-formatter--string"">Three Convicted of Sex Trafficking, Forced Labor and Immigration Offenses on Long Island, N.Y.</span>
</a>",2011-05-26
Press Release,Wisconsin Man Charged with FACE Act Violations,"https://www.justice.gov<a href=""/opa/pr/wisconsin-man-charged-face-act-violations"" rel=""bookmark"">
<span class=""field-formatter--string"">Wisconsin Man Charged with FACE Act Violations</span>
</a>",2011-05-26
Press Release,"Justice Department Settles Case Against South Bend, Indiana, Public Transportation Corporation to Defend Employment Rights of Army Reservist","https://www.justice.gov<a href=""/opa/pr/justice-department-settles-case-against-south-bend-indiana-public-transportation-corporation"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Case Against South Bend, Indiana, Public Transportation Corporation to Defend Employment Rights of Army Reservist</span>
</a>",2011-05-25
Speech,Assistant Attorney General Thomas E. Perez Speaks at the All People’s Program Honoring the Freedom Riders,"https://www.justice.gov<a href=""/opa/speech/assistant-attorney-general-thomas-e-perez-speaks-all-people-s-program-honoring-freedom"" rel=""bookmark"">
<span class=""field-formatter--string"">Assistant Attorney General Thomas E. Perez Speaks at the All People’s Program Honoring the Freedom Riders</span>
</a>",2011-05-24
Press Release,Former White Mountain Apache Tribal Police Officer Charged with Civil Rights Violations,"https://www.justice.gov<a href=""/opa/pr/former-white-mountain-apache-tribal-police-officer-charged-civil-rights-violations"" rel=""bookmark"">
<span class=""field-formatter--string"">Former White Mountain Apache Tribal Police Officer Charged with Civil Rights Violations</span>
</a>",2011-05-24
Press Release,Arkansas Jury Finds Man Guilty of Federal Hate Crime Related to the Assault of Five Hispanic Men,"https://www.justice.gov<a href=""/opa/pr/arkansas-jury-finds-man-guilty-federal-hate-crime-related-assault-five-hispanic-men"" rel=""bookmark"">
<span class=""field-formatter--string"">Arkansas Jury Finds Man Guilty of Federal Hate Crime Related to the Assault of Five Hispanic Men</span>
</a>",2011-05-19
Press Release,Justice Department Resolves Citizenship Status Discrimination Charge Against New Jersey Employer Iflowsoft LLC,"https://www.justice.gov<a href=""/opa/pr/justice-department-resolves-citizenship-status-discrimination-charge-against-new-jersey"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Resolves Citizenship Status Discrimination Charge Against New Jersey Employer Iflowsoft LLC</span>
</a>",2011-05-17
Press Release,"Justice Department Settles ADA Complaint Involving Children with Autism and Other Disabilities at Preschool Program in Baldwin Park, Calif.","https://www.justice.gov<a href=""/opa/pr/justice-department-settles-ada-complaint-involving-children-autism-and-other-disabilities"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles ADA Complaint Involving Children with Autism and Other Disabilities at Preschool Program in Baldwin Park, Calif.</span>
</a>",2011-05-17
Press Release,Arkansas Man Pleads Guilty to Federal Hate Crime Related to the Assault of Five Hispanic Men,"https://www.justice.gov<a href=""/opa/pr/arkansas-man-pleads-guilty-federal-hate-crime-related-assault-five-hispanic-men"" rel=""bookmark"">
<span class=""field-formatter--string"">Arkansas Man Pleads Guilty to Federal Hate Crime Related to the Assault of Five Hispanic Men</span>
</a>",2011-05-16
Press Release,Justice Department Settles Allegations of Immigration-Related Employment Discrimination Against Maricopa Community College District,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-allegations-immigration-related-employment-discrimination-agains-2"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Allegations of Immigration-Related Employment Discrimination Against Maricopa Community College District</span>
</a>",2011-05-16
Press Release,Arkansas Man Pleads Guilty to Federal Hate Crime Related to the Assault of Five Hispanic Men,"https://www.justice.gov<a href=""/opa/pr/arkansas-man-pleads-guilty-federal-hate-crime-related-assault-five-hispanic-men"" rel=""bookmark"">
<span class=""field-formatter--string"">Arkansas Man Pleads Guilty to Federal Hate Crime Related to the Assault of Five Hispanic Men</span>
</a>",2011-05-16
Press Release,Justice Department Settles Allegations of Immigration-Related Employment Discrimination Against Maricopa Community College District,"https://www.justice.gov<a href=""/opa/pr/justice-department-settles-allegations-immigration-related-employment-discrimination-agains-2"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Settles Allegations of Immigration-Related Employment Discrimination Against Maricopa Community College District</span>
</a>",2011-05-16
Press Release,Justice Department to Monitor Elections in Texas,"https://www.justice.gov<a href=""/opa/pr/justice-department-monitor-elections-texas-2"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department to Monitor Elections in Texas</span>
</a>",2011-05-13
Press Release,Pennsylvania Man Pleads Guilty for Cross Burning,"https://www.justice.gov<a href=""/opa/pr/pennsylvania-man-pleads-guilty-cross-burning-0"" rel=""bookmark"">
<span class=""field-formatter--string"">Pennsylvania Man Pleads Guilty for Cross Burning</span>
</a>",2011-05-11
Press Release,Two Arkansas Men Plead Guilty to Firebombing an Interracial Couple’s Home,"https://www.justice.gov<a href=""/opa/pr/two-arkansas-men-plead-guilty-firebombing-interracial-couple-s-home"" rel=""bookmark"">
<span class=""field-formatter--string"">Two Arkansas Men Plead Guilty to Firebombing an Interracial Couple’s Home</span>
</a>",2011-05-10
Speech,Assistant Attorney General Thomas E. Perez Speaks at the Newark Police Department Investigation Press Conference,"https://www.justice.gov<a href=""/opa/speech/assistant-attorney-general-thomas-e-perez-speaks-newark-police-department-investigation"" rel=""bookmark"">
<span class=""field-formatter--string"">Assistant Attorney General Thomas E. Perez Speaks at the Newark Police Department Investigation Press Conference</span>
</a>",2011-05-09
Press Release,"Justice Department Opens Investigation into the Newark, N.J., Police Department","https://www.justice.gov<a href=""/opa/pr/justice-department-opens-investigation-newark-nj-police-department"" rel=""bookmark"">
<span class=""field-formatter--string"">Justice Department Opens Investigation into the Newark, N.J., Police Department</span>
</a>",2011-05-09
Press Release,Uzbek Man Sentenced for Role in Multi-National Racketeering and Forced Labor Enterprise,"https://www.justice.gov<a href=""/opa/pr/uzbek-man-sentenced-role-multi-national-racketeering-and-forced-labor-enterprise"" rel=""bookmark"">
<span class=""field-formatter--string"">Uzbek Man Sentenced for Role in Multi-National Racketeering and Forced Labor Enterprise</span>
</a>",2011-05-09
